avg_throughput1,std_throughput1,avg_latency1,std_latency1,avg_drops1,std_drops1,avg_throughput2,std_throughput2,avg_latency2,std_latency2,avg_drops2,std_drops2
2.4840988572,0.2426537618,0.0108319092,0.0000000085,79.0784313725,10.6565696155,8.0487917373,0.0047410558,0.0106176630,0.0000124274,310.1568627451,79.3066455067
