avg_throughput1,std_throughput1,avg_latency1,std_latency1,avg_drops1,std_drops1,avg_throughput2,std_throughput2,avg_latency2,std_latency2,avg_drops2,std_drops2
2.8464360889,0.2893541005,0.0108319207,0.0000000077,117.3921568627,11.4790148368,8.0415299433,0.0056900820,0.0106980631,0.0000106752,395.9607843137,85.6229675950
