time_ticks,throughput_ticks
10.097088,1.276800
10.097256,1.285200
10.097424,1.293600
10.098424,1.302000
10.098592,1.310400
10.098760,1.318800
10.098928,1.327200
10.099096,1.335600
10.100096,1.344000
10.101096,1.352400
10.101264,1.360800
10.101432,1.369200
10.102432,1.377600
10.102600,1.386000
10.102768,1.394400
10.102936,1.402800
10.103104,1.411200
10.104104,1.419600
10.104272,1.428000
10.104440,1.436400
10.104608,1.444800
10.104776,1.453200
10.104944,1.461600
10.106776,1.470000
10.106944,1.478400
10.107112,1.486800
10.107280,1.495200
10.107448,1.503600
10.108448,1.512000
10.108616,1.520400
10.109616,1.528800
10.109784,1.537200
10.109952,1.545600
10.110120,1.554000
10.110288,1.562400
10.110456,1.570800
10.110624,1.579200
10.110792,1.587600
10.110960,1.596000
10.111128,1.604400
10.111296,1.612800
10.112296,1.621200
10.112464,1.629600
10.112632,1.638000
10.112800,1.646400
10.112968,1.654800
10.113968,1.663200
10.114136,1.671600
10.114304,1.680000
10.114472,1.688400
10.115472,1.696800
10.115640,1.705200
10.115808,1.713600
10.115976,1.722000
10.116976,1.730400
10.117144,1.738800
10.117312,1.747200
10.117480,1.755600
10.118480,1.764000
10.118648,1.772400
10.118816,1.780800
10.118984,1.789200
10.119984,1.797600
10.120152,1.806000
10.120320,1.814400
10.120488,1.822800
10.121488,1.831200
10.121656,1.839600
10.121824,1.848000
10.122824,1.856400
10.122992,1.864800
10.123160,1.873200
10.123328,1.881600
10.123496,1.890000
10.124496,1.898400
10.124664,1.906800
10.124832,1.915200
10.125000,1.923600
10.126000,1.932000
10.126168,1.940400
10.126336,1.948800
10.126504,1.957200
10.127504,1.965600
10.127672,1.974000
10.127840,1.982400
10.128008,1.990800
10.129008,1.999200
10.129176,2.007600
10.129344,2.016000
10.129512,2.024400
10.130512,2.032800
10.130680,2.041200
10.130848,2.049600
10.131016,2.058000
10.132016,2.066400
10.132184,2.074800
10.132352,2.083200
10.132520,2.091600
10.132688,2.100000
10.132856,2.108400
10.133024,2.116800
10.133192,2.125200
10.133360,2.133600
10.133528,2.142000
10.133696,2.150400
10.133864,2.158800
10.134864,2.167200
10.135032,2.175600
10.135200,2.184000
10.135368,2.192400
10.135536,2.200800
10.135704,2.209200
10.135872,2.217600
10.136040,2.226000
10.136208,2.234400
10.136376,2.242800
10.136544,2.251200
10.136712,2.259600
10.136880,2.268000
10.137880,2.276400
10.138048,2.284800
10.138216,2.293200
10.138384,2.301600
10.138552,2.310000
10.139552,2.318400
10.139720,2.326800
10.139888,2.335200
10.140056,2.343600
10.140224,2.352000
10.140392,2.360400
10.140560,2.368800
10.140728,2.377200
10.141728,2.385600
10.142728,2.394000
10.142896,2.402400
10.143064,2.410800
10.143232,2.419200
10.143400,2.427600
10.144400,2.436000
10.144568,2.444400
10.144736,2.452800
10.144904,2.461200
10.145904,2.469600
10.146904,2.478000
10.147072,2.486400
10.147240,2.494800
10.147408,2.503200
10.147576,2.511600
10.147744,2.520000
10.147912,2.528400
10.148080,2.536800
10.148248,2.545200
10.148416,2.553600
10.148584,2.562000
10.148752,2.570400
10.148920,2.578800
10.149088,2.587200
10.149256,2.595600
10.149424,2.604000
10.149592,2.612400
10.149760,2.620800
10.149928,2.629200
10.150096,2.637600
10.150264,2.646000
10.150432,2.654400
10.150600,2.662800
10.150768,2.671200
10.150936,2.679600
10.151104,2.688000
10.151272,2.696400
10.151440,2.704800
10.151608,2.713200
10.151776,2.721600
10.151944,2.730000
10.152112,2.738400
10.152280,2.746800
10.152448,2.755200
10.152616,2.763600
10.152784,2.772000
10.152952,2.780400
10.153120,2.788800
10.153288,2.797200
10.153456,2.805600
10.153624,2.814000
10.153792,2.822400
10.153960,2.830800
10.154128,2.839200
10.154296,2.847600
10.154464,2.856000
10.154632,2.864400
10.154800,2.872800
10.154968,2.881200
10.155136,2.889600
10.155304,2.898000
10.155472,2.906400
10.155640,2.914800
10.155808,2.923200
10.155976,2.931600
10.156144,2.940000
10.156312,2.948400
10.156480,2.956800
10.156648,2.965200
10.156816,2.973600
10.156984,2.982000
10.157152,2.990400
10.157320,2.998800
10.157488,3.007200
10.157656,3.015600
10.157824,3.024000
10.157992,3.032400
10.158160,3.040800
10.158328,3.049200
10.158496,3.057600
10.158664,3.066000
10.158832,3.074400
10.159000,3.082800
10.159168,3.091200
10.159336,3.099600
10.159504,3.108000
10.159672,3.116400
10.159840,3.124800
10.160008,3.133200
10.160176,3.141600
10.160344,3.150000
10.160512,3.158400
10.160680,3.166800
10.160848,3.175200
10.161016,3.183600
10.161184,3.192000
10.161352,3.200400
10.161520,3.208800
10.161688,3.217200
10.161856,3.225600
10.162024,3.234000
10.162192,3.242400
10.162360,3.250800
10.162528,3.259200
10.162696,3.267600
10.162864,3.276000
10.163032,3.284400
10.163200,3.292800
10.163368,3.301200
10.163536,3.309600
10.163704,3.318000
10.163872,3.326400
10.164040,3.334800
10.164208,3.343200
10.164376,3.351600
10.164544,3.360000
10.164712,3.368400
10.164880,3.376800
10.165048,3.385200
10.165216,3.393600
10.165384,3.402000
10.165552,3.410400
10.165720,3.418800
10.165888,3.427200
10.166056,3.435600
10.166224,3.444000
10.166392,3.452400
10.166560,3.460800
10.166728,3.469200
10.166896,3.477600
10.167064,3.486000
10.167232,3.494400
10.167400,3.502800
10.167568,3.511200
10.167736,3.519600
10.167904,3.528000
10.168072,3.536400
10.168240,3.544800
10.168408,3.553200
10.168576,3.561600
10.168744,3.570000
10.168912,3.578400
10.169080,3.586800
10.169248,3.595200
10.169416,3.603600
10.169584,3.612000
10.169752,3.620400
10.169920,3.628800
10.170088,3.637200
10.170256,3.645600
10.170424,3.654000
10.170592,3.662400
10.170760,3.670800
10.170928,3.679200
10.171096,3.687600
10.171264,3.696000
10.171432,3.704400
10.171600,3.712800
10.171768,3.721200
10.171936,3.729600
10.172104,3.738000
10.172272,3.746400
10.172440,3.754800
10.172608,3.763200
10.172776,3.771600
10.172944,3.780000
10.173112,3.788400
10.173280,3.796800
10.173448,3.805200
10.173616,3.813600
10.173784,3.822000
10.173952,3.830400
10.174120,3.838800
10.174288,3.847200
10.174456,3.855600
10.174624,3.864000
10.174792,3.872400
10.174960,3.880800
10.175128,3.889200
10.175296,3.897600
10.175464,3.906000
10.175632,3.914400
10.175800,3.922800
10.175968,3.931200
10.176136,3.939600
10.176304,3.948000
10.176472,3.956400
10.176640,3.964800
10.176808,3.973200
10.176976,3.981600
10.177144,3.990000
10.177312,3.998400
10.177480,4.006800
10.177648,4.015200
10.177816,4.023600
10.177984,4.032000
10.178152,4.040400
10.178320,4.048800
10.178488,4.057200
10.178656,4.065600
10.178824,4.074000
10.178992,4.082400
10.179160,4.090800
10.179328,4.099200
10.179496,4.107600
10.179664,4.116000
10.179832,4.124400
10.180000,4.132800
10.180168,4.141200
10.180336,4.149600
10.180504,4.158000
10.180672,4.166400
10.180840,4.174800
10.181008,4.183200
10.181176,4.191600
10.181344,4.200000
10.181512,4.208400
10.181680,4.216800
10.181848,4.225200
10.182016,4.233600
10.182184,4.242000
10.182352,4.250400
10.182520,4.258800
10.182688,4.267200
10.182856,4.275600
10.183024,4.284000
10.183192,4.292400
10.183360,4.300800
10.183528,4.309200
10.183696,4.317600
10.183864,4.326000
10.184032,4.334400
10.184200,4.342800
10.184368,4.351200
10.184536,4.359600
10.184704,4.368000
10.184872,4.376400
10.185040,4.384800
10.185208,4.393200
10.185376,4.401600
10.185544,4.410000
10.185712,4.418400
10.185880,4.426800
10.186048,4.435200
10.186216,4.443600
10.186384,4.452000
10.186552,4.460400
10.186720,4.468800
10.186888,4.477200
10.187056,4.485600
10.187224,4.494000
10.187392,4.502400
10.187560,4.510800
10.187728,4.519200
10.187896,4.527600
10.188064,4.536000
10.188232,4.544400
10.188400,4.552800
10.188568,4.561200
10.188736,4.569600
10.188904,4.578000
10.189904,4.586400
10.190072,4.594800
10.190240,4.603200
10.190408,4.611600
10.190576,4.620000
10.190744,4.628400
10.190912,4.636800
10.191912,4.645200
10.192080,4.653600
10.192248,4.662000
10.192416,4.670400
10.192584,4.678800
10.192752,4.687200
10.192920,4.695600
10.193920,4.704000
10.194088,4.712400
10.194256,4.720800
10.194424,4.729200
10.194592,4.737600
10.194760,4.746000
10.194928,4.754400
10.195096,4.762800
10.195264,4.771200
10.195432,4.779600
10.195600,4.788000
10.195768,4.796400
10.195936,4.804800
10.196104,4.813200
10.197104,4.821600
10.197272,4.830000
10.197440,4.838400
10.197608,4.846800
10.197776,4.855200
10.197944,4.863600
10.198112,4.872000
10.198280,4.880400
10.199280,4.888800
10.199448,4.897200
10.199616,4.905600
10.199784,4.914000
10.199952,4.922400
10.200120,4.930800
10.200288,4.939200
10.201288,4.947600
10.201456,4.956000
10.201624,4.964400
10.201792,4.972800
10.201960,4.981200
10.202128,4.989600
10.203128,4.998000
10.203296,5.006400
10.203464,5.014800
10.203632,5.023200
10.203800,5.031600
10.203968,5.040000
10.204136,5.048400
10.205136,5.056800
10.205304,5.065200
10.205472,5.073600
10.205640,5.082000
10.205808,5.090400
10.205976,5.098800
10.206144,5.107200
10.207144,5.115600
10.207312,5.124000
10.207480,5.132400
10.207648,5.140800
10.207816,5.149200
10.207984,5.157600
10.208152,5.166000
10.208320,5.174400
10.208488,5.182800
10.208656,5.191200
10.208824,5.199600
10.208992,5.208000
10.209160,5.216400
10.209328,5.224800
10.210328,5.233200
10.210496,5.241600
10.210664,5.250000
10.210832,5.258400
10.211000,5.266800
10.211168,5.275200
10.211336,5.283600
10.211504,5.292000
10.211672,5.300400
10.211840,5.308800
10.212008,5.317200
10.212176,5.325600
10.212344,5.334000
10.213344,5.342400
10.213512,5.350800
10.213680,5.359200
10.213848,5.367600
10.214016,5.376000
10.214184,5.384400
10.214352,5.392800
10.214520,5.401200
10.215520,5.409600
10.215688,5.418000
10.215856,5.426400
10.216024,5.434800
10.216192,5.443200
10.216360,5.451600
10.216528,5.460000
10.216696,5.468400
10.216864,5.476800
10.217032,5.485200
10.217200,5.493600
10.217368,5.502000
10.217536,5.510400
10.217704,5.518800
10.217872,5.527200
10.218872,5.535600
10.219040,5.544000
10.219208,5.552400
10.219376,5.560800
10.219544,5.569200
10.219712,5.577600
10.219880,5.586000
10.220048,5.594400
10.220216,5.602800
10.220384,5.611200
10.220552,5.619600
10.220720,5.628000
10.220888,5.636400
10.221056,5.644800
10.221224,5.653200
10.221392,5.661600
10.221560,5.670000
10.221728,5.678400
10.221896,5.686800
10.222064,5.695200
10.222232,5.703600
10.222400,5.712000
10.222568,5.720400
10.222736,5.728800
10.222904,5.737200
10.223072,5.745600
10.223240,5.754000
10.223408,5.762400
10.223576,5.770800
10.223744,5.779200
10.223912,5.787600
10.224080,5.796000
10.224248,5.804400
10.224416,5.812800
10.224584,5.821200
10.224752,5.829600
10.224920,5.838000
10.225088,5.846400
10.225256,5.854800
10.225424,5.863200
10.225592,5.871600
10.225760,5.880000
10.225928,5.888400
10.225960,5.880000
10.226096,5.888400
10.226264,5.896800
10.226432,5.905200
10.226600,5.913600
10.226768,5.922000
10.226936,5.930400
10.226960,5.922000
10.227104,5.930400
10.227128,5.922000
10.227272,5.930400
10.227296,5.922000
10.227440,5.930400
10.227464,5.922000
10.227608,5.930400
10.227776,5.938800
10.227944,5.947200
10.228112,5.955600
10.228280,5.964000
10.228448,5.972400
10.228464,5.964000
10.228616,5.972400
10.228632,5.964000
10.228784,5.972400
10.228800,5.964000
10.228952,5.972400
10.228968,5.964000
10.229120,5.972400
10.229288,5.980800
10.229456,5.989200
10.229624,5.997600
10.229792,6.006000
10.229960,6.014400
10.229968,6.006000
10.230128,6.014400
10.230136,6.006000
10.230296,6.014400
10.230304,6.006000
10.230464,6.014400
10.230472,6.006000
10.230632,6.014400
10.230800,6.022800
10.230968,6.031200
10.231136,6.039600
10.231304,6.048000
10.231472,6.048000
10.231640,6.039600
10.231640,6.048000
10.231808,6.048000
10.231976,6.048000
10.232144,6.056400
10.232312,6.064800
10.232480,6.073200
10.232648,6.081600
10.232816,6.090000
10.232976,6.081600
10.232984,6.090000
10.233144,6.081600
10.233152,6.090000
10.233312,6.081600
10.233320,6.090000
10.233480,6.081600
10.233488,6.090000
10.233656,6.098400
10.233824,6.106800
10.233992,6.115200
10.234160,6.123600
10.234328,6.132000
10.234480,6.123600
10.234496,6.132000
10.234648,6.123600
10.234664,6.132000
10.234816,6.123600
10.234832,6.132000
10.234984,6.123600
10.235000,6.132000
10.235168,6.140400
10.235336,6.148800
10.235504,6.157200
10.235672,6.165600
10.235840,6.174000
10.235984,6.165600
10.236008,6.174000
10.236152,6.165600
10.236176,6.174000
10.236320,6.165600
10.236344,6.174000
10.236488,6.165600
10.236512,6.174000
10.236680,6.182400
10.236848,6.190800
10.237016,6.199200
10.237184,6.207600
10.237352,6.216000
10.237488,6.207600
10.237520,6.216000
10.237656,6.207600
10.237688,6.216000
10.237824,6.207600
10.237856,6.216000
10.237992,6.207600
10.238024,6.216000
10.238192,6.224400
10.238360,6.232800
10.238528,6.241200
10.238696,6.249600
10.238864,6.258000
10.238992,6.249600
10.239032,6.258000
10.239160,6.249600
10.239200,6.258000
10.239328,6.249600
10.239368,6.258000
10.239496,6.249600
10.239536,6.258000
10.239704,6.266400
10.239872,6.274800
10.240040,6.283200
10.240208,6.291600
10.240376,6.300000
10.240496,6.291600
10.240544,6.300000
10.240664,6.291600
10.240712,6.300000
10.240832,6.291600
10.240880,6.300000
10.241000,6.291600
10.241048,6.300000
10.241216,6.308400
10.241384,6.316800
10.241552,6.325200
10.241720,6.333600
10.241888,6.342000
10.242000,6.333600
10.242056,6.342000
10.242168,6.333600
10.242224,6.342000
10.242336,6.333600
10.242392,6.342000
10.242504,6.333600
10.242560,6.342000
10.242728,6.350400
10.242896,6.358800
10.243064,6.367200
10.243232,6.375600
10.243400,6.384000
10.243504,6.375600
10.243568,6.384000
10.243672,6.375600
10.243736,6.384000
10.243840,6.375600
10.243904,6.384000
10.244008,6.375600
10.244072,6.384000
10.244240,6.392400
10.244408,6.400800
10.244576,6.409200
10.244744,6.417600
10.244912,6.426000
10.245008,6.417600
10.245080,6.426000
10.245176,6.417600
10.245248,6.426000
10.245344,6.417600
10.245416,6.426000
10.245512,6.417600
10.245584,6.426000
10.245752,6.434400
10.245920,6.442800
10.246088,6.451200
10.246256,6.459600
10.246424,6.468000
10.246512,6.459600
10.246592,6.468000
10.246680,6.459600
10.246760,6.468000
10.246848,6.459600
10.246928,6.468000
10.247016,6.459600
10.247096,6.468000
10.247264,6.476400
10.247432,6.484800
10.247600,6.493200
10.247768,6.501600
10.247936,6.510000
10.248016,6.501600
10.248104,6.510000
10.248184,6.501600
10.248272,6.510000
10.248352,6.501600
10.248440,6.510000
10.248520,6.501600
10.248608,6.510000
10.248776,6.518400
10.248944,6.526800
10.249112,6.535200
10.249280,6.543600
10.249448,6.552000
10.249520,6.543600
10.249616,6.552000
10.249688,6.543600
10.249784,6.552000
10.249856,6.543600
10.249952,6.552000
10.250024,6.543600
10.250120,6.552000
10.250288,6.560400
10.250456,6.568800
10.250624,6.577200
10.250792,6.585600
10.250960,6.594000
10.251024,6.585600
10.251128,6.594000
10.251192,6.585600
10.251296,6.594000
10.251360,6.585600
10.251464,6.594000
10.251528,6.585600
10.251632,6.594000
10.251800,6.602400
10.251968,6.610800
10.252136,6.619200
10.252304,6.627600
10.252472,6.636000
10.252528,6.627600
10.252640,6.636000
10.252696,6.627600
10.252808,6.636000
10.252864,6.627600
10.252976,6.636000
10.253032,6.627600
10.253144,6.636000
10.253312,6.644400
10.253480,6.652800
10.253648,6.661200
10.253816,6.669600
10.253984,6.678000
10.254032,6.669600
10.254152,6.678000
10.254200,6.669600
10.254320,6.678000
10.254368,6.669600
10.254488,6.678000
10.254536,6.669600
10.254656,6.678000
10.254824,6.686400
10.254992,6.694800
10.255160,6.703200
10.255328,6.711600
10.255496,6.720000
10.255536,6.711600
10.255664,6.720000
10.255704,6.711600
10.255832,6.720000
10.255872,6.711600
10.256000,6.720000
10.256040,6.711600
10.256168,6.720000
10.256336,6.728400
10.256504,6.736800
10.256672,6.745200
10.256840,6.753600
10.257008,6.762000
10.257040,6.753600
10.257176,6.762000
10.257208,6.753600
10.257344,6.762000
10.257376,6.753600
10.257512,6.762000
10.257680,6.770400
10.257848,6.778800
10.258016,6.787200
10.258184,6.795600
10.258352,6.804000
10.258520,6.812400
10.258688,6.820800
10.258856,6.829200
10.259024,6.837600
10.259192,6.846000
10.259208,6.837600
10.259360,6.846000
10.259528,6.854400
10.259696,6.862800
10.259864,6.871200
10.260032,6.879600
10.260200,6.888000
10.260208,6.879600
10.260368,6.888000
10.260376,6.879600
10.260536,6.888000
10.260544,6.879600
10.260704,6.888000
10.260712,6.879600
10.260872,6.888000
10.260880,6.879600
10.261040,6.888000
10.261208,6.896400
10.261376,6.904800
10.261544,6.913200
10.261712,6.921600
10.261880,6.921600
10.262048,6.921600
10.262216,6.913200
10.262216,6.921600
10.262384,6.913200
10.262384,6.921600
10.262552,6.930000
10.262720,6.938400
10.262888,6.946800
10.263056,6.955200
10.263224,6.963600
10.263384,6.955200
10.263392,6.963600
10.263560,6.972000
10.263728,6.980400
10.263896,6.988800
10.264064,6.997200
10.264232,7.005600
10.264384,6.997200
10.264400,7.005600
10.264568,7.014000
10.264736,7.022400
10.264904,7.030800
10.265072,7.039200
10.265240,7.047600
10.265384,7.039200
10.265408,7.047600
10.265552,7.039200
10.265576,7.047600
10.265720,7.039200
10.265744,7.047600
10.265888,7.039200
10.265912,7.047600
10.266080,7.056000
10.266248,7.064400
10.266416,7.072800
10.266584,7.081200
10.266752,7.089600
10.266920,7.098000
10.267088,7.106400
10.267256,7.114800
10.267424,7.123200
10.267592,7.131600
10.267720,7.123200
10.267760,7.131600
10.267888,7.123200
10.267928,7.131600
10.268056,7.123200
10.268096,7.131600
10.268224,7.123200
10.268264,7.131600
10.268392,7.123200
10.268432,7.131600
10.268600,7.140000
10.268768,7.148400
10.268936,7.156800
10.269104,7.165200
10.269272,7.173600
10.269392,7.165200
10.269440,7.173600
10.269560,7.165200
10.269608,7.173600
10.269728,7.165200
10.269776,7.173600
10.269896,7.165200
10.269944,7.173600
10.270064,7.165200
10.270112,7.173600
10.270280,7.182000
10.270448,7.190400
10.270616,7.198800
10.270784,7.207200
10.270952,7.215600
10.271064,7.207200
10.271120,7.215600
10.271232,7.207200
10.271288,7.215600
10.271400,7.207200
10.271456,7.215600
10.271568,7.207200
10.271624,7.215600
10.271736,7.207200
10.271792,7.215600
10.271960,7.224000
10.272128,7.232400
10.272296,7.240800
10.272464,7.249200
10.272632,7.257600
10.272736,7.249200
10.272800,7.257600
10.272904,7.249200
10.272968,7.257600
10.273072,7.249200
10.273136,7.257600
10.273240,7.249200
10.273304,7.257600
10.273408,7.249200
10.273472,7.257600
10.273640,7.266000
10.273808,7.274400
10.274016,7.282800
10.274226,7.291200
10.274408,7.282800
10.274436,7.291200
10.274576,7.282800
10.274646,7.291200
10.274744,7.282800
10.274856,7.291200
10.274912,7.282800
10.275066,7.291200
10.275080,7.282800
10.275276,7.291200
10.275486,7.299600
10.275696,7.308000
10.275906,7.316400
10.276080,7.308000
10.276116,7.316400
10.276248,7.308000
10.276326,7.316400
10.276416,7.308000
10.276536,7.316400
10.276584,7.308000
10.276746,7.316400
10.276752,7.308000
10.276956,7.316400
10.277166,7.324800
10.277376,7.333200
10.277586,7.341600
10.277752,7.333200
10.277796,7.341600
10.278006,7.350000
10.278216,7.358400
10.278426,7.366800
10.278636,7.375200
10.278752,7.366800
10.278846,7.375200
10.278920,7.366800
10.279056,7.375200
10.279266,7.383600
10.279476,7.392000
10.279686,7.400400
10.279896,7.408800
10.279920,7.400400
10.280106,7.408800
10.280316,7.417200
10.280526,7.425600
10.280736,7.434000
10.280920,7.425600
10.280946,7.434000
10.281156,7.442400
10.281366,7.450800
10.281576,7.459200
10.281786,7.467600
10.281996,7.476000
10.282206,7.484400
10.282416,7.492800
10.282626,7.501200
10.282752,7.492800
10.282836,7.501200
10.283046,7.509600
10.283256,7.518000
10.283466,7.526400
10.283676,7.534800
10.283886,7.543200
10.284096,7.551600
10.284306,7.560000
10.284516,7.568400
10.284584,7.560000
10.284726,7.568400
10.284752,7.560000
10.284920,7.551600
10.284936,7.560000
10.285146,7.568400
10.285356,7.576800
10.285566,7.585200
10.285776,7.593600
10.285920,7.585200
10.285986,7.593600
10.286196,7.602000
10.286406,7.610400
10.286616,7.618800
10.286826,7.627200
10.287036,7.635600
10.287246,7.644000
10.287456,7.652400
10.287666,7.660800
10.287876,7.669200
10.288086,7.677600
10.288296,7.686000
10.288506,7.694400
10.288716,7.702800
10.288926,7.711200
10.289136,7.719600
10.289346,7.728000
10.289556,7.736400
10.289766,7.744800
10.289976,7.753200
10.290186,7.761600
10.290396,7.770000
10.290606,7.778400
10.290816,7.786800
10.291026,7.795200
10.291236,7.803600
10.291446,7.812000
10.291656,7.820400
10.291866,7.828800
10.292076,7.837200
10.292286,7.845600
10.292496,7.854000
10.292706,7.862400
10.292916,7.870800
10.293126,7.879200
10.293336,7.887600
10.293546,7.896000
10.293576,7.887600
10.293744,7.879200
10.293756,7.887600
10.293912,7.879200
10.293966,7.887600
10.294080,7.879200
10.294176,7.887600
10.294386,7.896000
10.294596,7.904400
10.294806,7.912800
10.295016,7.921200
10.295080,7.912800
10.295226,7.921200
10.295248,7.912800
10.295416,7.904400
10.295436,7.912800
10.295584,7.904400
10.295646,7.912800
10.295752,7.904400
10.295856,7.912800
10.296066,7.921200
10.296276,7.929600
10.296486,7.938000
10.296696,7.946400
10.296752,7.938000
10.296906,7.946400
10.296920,7.938000
10.297088,7.929600
10.297116,7.938000
10.297256,7.929600
10.297326,7.938000
10.297424,7.929600
10.297536,7.938000
10.297746,7.946400
10.297956,7.954800
10.298166,7.963200
10.298376,7.971600
10.298424,7.963200
10.298586,7.971600
10.298592,7.963200
10.298760,7.954800
10.298796,7.963200
10.298928,7.954800
10.299006,7.963200
10.299096,7.954800
10.299216,7.963200
10.299426,7.971600
10.299636,7.980000
10.299846,7.988400
10.300056,7.996800
10.300096,7.988400
10.300266,7.996800
10.300476,8.005200
10.300686,8.013600
10.300896,8.022000
10.301096,8.013600
10.301106,8.022000
10.301264,8.013600
10.301316,8.022000
10.301432,8.013600
10.301526,8.022000
10.301736,8.030400
10.301946,8.038800
10.302156,8.047200
10.302366,8.055600
10.302432,8.047200
10.302576,8.055600
10.302600,8.047200
10.302768,8.038800
10.302786,8.047200
10.302936,8.038800
10.302996,8.047200
10.303104,8.038800
10.303206,8.047200
10.303416,8.055600
10.303626,8.064000
10.303836,8.072400
10.304046,8.080800
10.304104,8.072400
10.304256,8.080800
10.304272,8.072400
10.304440,8.064000
10.304466,8.072400
10.304608,8.064000
10.304676,8.072400
10.304776,8.064000
10.304886,8.072400
10.304944,8.064000
10.305096,8.072400
10.305306,8.080800
10.305516,8.089200
10.305726,8.097600
10.305936,8.106000
10.306146,8.114400
10.306356,8.122800
10.306566,8.131200
10.306776,8.131200
10.306944,8.122800
10.306986,8.131200
10.307112,8.122800
10.307196,8.131200
10.307280,8.122800
10.307406,8.131200
10.307448,8.122800
10.307616,8.131200
10.307826,8.139600
10.308036,8.148000
10.308246,8.156400
10.308448,8.148000
10.308456,8.156400
10.308616,8.148000
10.308666,8.156400
10.308876,8.164800
10.309086,8.173200
10.309296,8.181600
10.309506,8.190000
10.309616,8.181600
10.309716,8.190000
10.309784,8.181600
10.309926,8.190000
10.309952,8.181600
10.310120,8.173200
10.310136,8.181600
10.310288,8.173200
10.310346,8.181600
10.310456,8.173200
10.310556,8.181600
10.310624,8.173200
10.310766,8.181600
10.310792,8.173200
10.310960,8.164800
10.310976,8.173200
10.311128,8.164800
10.311186,8.173200
10.311296,8.164800
10.311396,8.173200
10.311606,8.181600
10.311816,8.190000
10.312026,8.198400
10.312236,8.206800
10.312296,8.198400
10.312446,8.206800
10.312464,8.198400
10.312632,8.190000
10.312656,8.198400
10.312800,8.190000
10.312866,8.198400
10.312968,8.190000
10.313076,8.198400
10.313286,8.206800
10.313496,8.215200
10.313706,8.223600
10.313916,8.232000
10.313968,8.223600
10.314126,8.232000
10.314136,8.223600
10.314304,8.215200
10.314336,8.223600
10.314472,8.215200
10.314546,8.223600
10.314756,8.232000
10.314966,8.240400
10.315176,8.248800
10.315386,8.257200
10.315472,8.248800
10.315596,8.257200
10.315640,8.248800
10.315806,8.257200
10.315808,8.248800
10.315976,8.240400
10.316016,8.248800
10.316226,8.257200
10.316436,8.265600
10.316646,8.274000
10.316856,8.282400
10.316976,8.274000
10.317066,8.282400
10.317144,8.274000
10.317276,8.282400
10.317312,8.274000
10.317480,8.265600
10.317486,8.274000
